en|in the world. It is the most prominent financial, diplomatic, and media hub in the
en|world.According to Forbes, in 2014, the New York metropolitan area was home to eight of
en|the top ten ZIP Codes in the United States by median housing price, with six
en|in Manhattan alone. The New York metropolitan area is known for its varied landscape and
en|natural beauty, and contains five of the top ten richest places in America, according to
en|Bloomberg. These are Scarsdale, New York; Short Hills, New Jersey; Old Greenwich, Connecticut; Bronxville, New
en|York; and Darien, Connecticut. The New York metropolitan region's higher education network comprises hundreds of
en|colleges and universities, including three Ivy League universities, Columbia, Princeton, and Yale; the flagship campuses
en|of the largest public universities systems at SUNY and Rutgers; and globally-ranked New York University,
en|Rockefeller University, and Cold Spring Harbor Laboratory. Definitions = Metropolitan statistical area = The counties
en|and county groupings constituting the New York metropolitan area are listed below, with 2010 census
en|figures: The U.S. Office of Management and Budget utilizes two definitions of the urbanized area:
en|the metropolitan statistical area (MSA) and the combined statistical area (CSA). The MSA definition is
en|titled the New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area, and includes a population of 20.3
en|million people by 2017 Census estimates, roughly 1 in 16 Americans and nearly 7 million
en|more than the second-place Los Angeles metropolitan area in the United States. The MSA is
en|further subdivided into four metropolitan divisions. The 23-county MSA includes 10 counties in New York
en|State (coextensive with the five boroughs of New York, the two remaining counties of Long
en|Island, and three counties in the Lower Hudson Valley); 12 counties in Northern and Central
en|New Jersey; and one county in northeastern Pennsylvania. The largest urbanized area in the United
en|States is at the heart of the metropolitan area, the New York�Newark, NY�NJ�CT Urbanized Area,
en|which had a land area of 3,450 square miles in 2010 according to the 2010
en|census. The New York State portion of the metropolitan area, which includes the five boroughs
en|of New York City, the lower Hudson Valley, and Long Island, accounts for over 65
en|percent of the state's population. New York�Newark�Jersey City, NY�NJ�PA Metropolitan Statistical Area (19,043,386) New York�Jersey
en|City�White Plains, NY�NJ Metropolitan Division (11,732,233) Kings County, NY (the borough of Brooklyn in NYC)
en|Queens County, NY (the borough of Queens in NYC) New York County, NY (the borough
en|of Manhattan in NYC) Bronx County, NY (the borough of The Bronx in NYC) Richmond
en|County, NY (the borough of Staten Island in NYC) Westchester County, NY Bergen County, NJ
en|Hudson County, NJ Passaic County, NJ Putnam County, NY Rockland County, NY Orange County, NY
en|Dutchess County, NY Ulster County, NY Sullivan County, NY Nassau County�Suffolk County, NY Metropolitan Division
en|(2,832,882) Suffolk County, NY Nassau County, NY New Brunswick-Lakewood, NJ Metropolitan Division (2,383,854) Middlesex County,
en|NJ Monmouth County, NJ Ocean County, NJ Somerset County, NJ Newark, NJ�PA Metropolitan Division (2,174,944)
en|Essex County, NJ Union County, NJ Morris County, NJ Sussex County, NJ Hunterdon County, NJ
en|Pike County, PA = Combined statistical area = Combined statistical areas (CSAs) group together adjacent
en|core-based statistical areas with a high degree of economic interconnection. The New York�Newark, NY�NJ�CT�PA Combined
en|Statistical Area had an estimated population of 23.7 million as of 2014. About one out
en|of every fifteen Americans resides in this region, which includes eight additional counties in New
en|York, New Jersey, Connecticut, and Pennsylvania. This area, less the Pennsylvania portion, is often referred
en|to as the tri-state area and less commonly the tri-state region. The New York City
en|television designated market area (DMA) includes Pike County, Pennsylvania, which is also included in the
en|CSA. In addition to the New York�Newark�Jersey City, NY�NJ�PA metropolitan statistical areas (MSA), the following
en|core-based statistical areas are also included in the New York�Newark, NY�NJ�CT�PA CSA: Bridgeport�Stamford�Norwalk�Danbury, CT MSA
en|(916,829) Fairfield County New Haven�Milford, CT MSA (862,477) New Haven County, Connecticut Trenton�Princeton, NJ MSA
en|(396,811) Mercer County Torrington, CT micropolitan statistical area (189,927) Litchfield County Kingston, NY MSA (182,693)
en|Ulster County East Stroudsburg, PA MSA (169,842) Monroe County, Pennsylvania Poughkeepsie�Newburgh�Middletown, NY MSA (670,301) Dutchess
en|County Orange County, NY Geography The area is frequently divided into the following subregions: New
en|York City (the primary urban center of the metropolitan region, comprising five boroughs, one of
en|which is Manhattan, the geographical, cultural, and economic core of the entire metropolitan area) Central
en|and eastern Long Island (Nassau and Suffolk Counties � separated by water from the rest
en|of the region except New York City; not including Queens County or Kings County (Brooklyn),
en|which are concurrent with two of New York's five boroughs) North Jersey (northern portion of
en|New Jersey) Central Jersey (middle portion of New Jersey) Hudson Valley (Lower Hudson Valley suburbs
en|of Westchester, Putnam, and Rockland Counties; and Mid-Hudson exurbs of Dutchess, Sullivan, Orange, and Ulster
en|Counties) Western Connecticut (Only Fairfield, New Haven, and Litchfield Counties are part of the region
en|and separated by the state line) Southern and Eastern Poconos (Monroe and Pike Counties in
en|Pennsylvania)All eight subregions are often further subdivided. For instance, Long Island can be divided into
en|its South and North Shores (usually when speaking about Nassau County and western Suffolk County)
en|and the East End. The Hudson Valley and Connecticut are sometimes grouped together and referred
en|to as the Northern Suburbs, largely because of the shared usage of the Metro-North Railroad
en|system. = Climate = Under the K�ppen climate classification, New York City, western (and parts
en|of eastern) Long Island, and the Jersey Shore experience a humid subtropical climate (Cfa), and
en|New York is thus the northernmost major city on the North American continent with this
en|climate type. Much of the remainder of the metropolitan area lies in the transition zone
en|from a humid subtropical (Cfa) to a humid continental climate (Dfa), and it is only
en|the inland, more exurban areas far to the north and west such as Sussex County,
nl|De Sint-Martinuskerk is de parochiekerk van de tot de Oost-Vlaamse gemeente Gavere behorende plaats Asper,
nl|gelegen aan de Steenweg. Geschiedenis In 1121 werd het patronaatsrecht van de kerk geschonken aan
nl|de Sint-Baafsabdij te Gent om in 1559 aan het bisdom Gent te worden verleend. In
nl|de 12e en 13e eeuw werd een romaanse kerk gebouwd waarvan de vieringtoren en het
nl|koor bewaard zijn gebleven. In de 14e en 15e eeuw werd de kerk in gotische
nl|stijl verbouwd waarbij een transept in zandsteen en zijkoren in baksteen werden toegevoegd. Ook het
nl|schip werd in baksteen herbouwd. De godsdiensttwisten van de 2e helft van de 16e eeuw
nl|waren verantwoordelijk voor de vernietiging van een groot deel van het kerkmeubilair. In de 17e
nl|en 18e eeuw werden verdere wijzigingen doorgevoerd. Op 11 januari 1901 werd de kerk getroffen
nl|door brand. Alleen het koor en het transept met de basis van de toren bleef
nl|bewaard. De toren werd zoveel mogelijk naar het oorspronkelijke voorbeeld hersteld, naar ontwerp van Modeste
nl|de Noyette (1902-1905). Hierbij werden schip en zijbeuken geheel vernieuwd opgetrokken in kalkzandsteen. De bakstenen
nl|zijkoren werden verlaagd. Gebouw De huidige kerk is een driebeukige hallenkerk met romaanse, gotische en
nl|neogotische stijlelementen. Er is een transept. De toren en het koor zijn opgetrokken in Doornikse
nl|steen, de westgevel en de zijbeuken in kalkzandsteen, de zijkoren in baksteen. De romaanse vieringtoren
nl|is op vierkante basis maar heeft een achtkante klokkentoren. Het romaans hoofdkoor heeft een vlakke
nl|sluiting. Interieur Het interieur wordt overkluisd door bakstenen kruisribgewelven. De glas-in-loodramen zijn van 1912-1919. Er
nl|is een schilderij, de marteling van Sint-Catharina, door Jan van Cleve (17e eeuw). Ook zijn
nl|er enkele beelden zoals een houten Sint-Martinus (1693) en een processiebeeldje van Onze-Lieve-Vrouw uit hetzelfde
nl|tijdvak. Het kerkmeubilair is hoofdzakelijk van begin 20e eeuw. Het hardstenen doopvont is 16e-eeuws met
nl|een deksel uit 1752. Ook is er een grafsteen van Abraham van Hoobrouck die heer
nl|DKW is een historisch Duits auto-, motor- en bromfietsmerk. DKW: J.S. Rasmussen, later Auto Union
nl|AG, Zschopau, Sachsen, Auto Union AG, Ingolstadt/Donau en D�sseldorf en Zweirad-Union AG, N�rnberg. Geschiedenis In
nl|1916 startte de Deen J�rgen Skafte Rasmussen (1878-1964) in Duitsland een fabriek voor stoommachines. Een
nl|van zijn projecten was het bouwen van een door stoom aangedreven auto, de Dampf-Kraft-Wagen. Toen
nl|dat project mislukte, nam hij de door Hugo Ruppe ontwikkelde tweetaktmotor, Des Knaben Wunsch in
nl|productie. Toen hij deze motor in een iets aangepaste vorm in een motorfiets bouwde, was
nl|Das Kleine Wunder geboren. In 1932 fuseerde DKW met Audi, Horch en Wanderer tot Auto
nl|Union. De merken bleven overigens bestaan. Bovendien kocht DKW in dat jaar de licentierechten van
nl|een uitvinding van Dr. Adolf Schn�rle: de omkeerspoeling. Dit hield in dat het verse benzine/lucht-mengsel
nl|rechtstreeks uit de overstroompoorten omhoogging en daardoor de uitlaatgassen verdreef. Dit was belangrijk omdat men
nl|hierdoor kon afstappen van het gebruik van kamzuigers. DKW was kort voor de Tweede Wereldoorlog
nl|de populairste kleine auto in Nederland. Het merk stond in de ranglijst op de derde
nl|plaats na Ford en Chevrolet. Ze werden vanaf 1932 door Hart Nibbrig & Greeve in
nl|Den Haag ge�mporteerd.Vanaf 1928 tot 1966 bouwde DKW auto's met tweetaktmotoren en pionierde men in
nl|auto's met voorwielaandrijving. Meestal met twee cilinders maar in 1939 werd een prototype gebouwd met
nl|drie cilinders. Pas na de oorlog werd dit prototype in productie genomen als DKW F89
nl|in West-Duitsland en als IFA F9 in Oost-Duitsland. Na de oorlog lag Zschopau, waar de
nl|DKW-fabriek stond, in de Sovjet-bezettingszone in Duitsland. Ingenieurs van DKW weken uit naar het westen
nl|en wilden meteen in West-Duitsland weer auto�s bouwen. Dat gaf in de eerste jaren na
nl|1945 nogal wat moeilijkheden en er waren plannen om dan bij de Nederlandse importeur DKW�s
nl|te gaan bouwen. Dit zou in de vestiging van Hart Nibbrig & Greeve in Sassenheim
nl|gebeuren. Uiteindelijk is men toch in West-Duitsland gestart met de DKW Schnellaster in Neurenberg en
nl|later in Ingolstadt met de personenauto�s. Wel werden van 1957 tot 1961 DKW�s in Sassenheim
nl|geassembleerd. Daarna was het assembleren van auto�s uit een ander EEG-land in Nederland niet meer
nl|interessant.Auto Union kwam in 1957 in handen van Daimler-Benz. De laatste DKW was de F102
nl|die in 1963 in productie werd genomen als opvolger van de intussen ouderwets ogende Auto
nl|Union 1000. De F102 verkocht matig, hoofdzakelijk vanwege de tweetaktmotor die aan het einde van
nl|zijn ontwikkeling stond. Daimler-Benz besloot het merk DKW in 1964 aan Volkswagen AG te verkopen.
nl|De F102 werd daarop voorzien van een viertaktmotor en opnieuw gelanceerd als de Audi F103.
nl|Dit betekende het einde van DKW als merknaam voor auto's en de wedergeboorte van de
nl|merknaam Audi. Volkswagen zette de productie van DKW-auto's in 1966 stop. Alleen de Munga werd
nl|nog tot 1968 doorgebouwd wegens lopende legerorders. Toen de assemblage van DKW�s in Sassenheim stopte,
nl|werd het importeurschap voor Nederland vanuit Den Haag naar Sassenheim overgebracht. Na de metamorfose van
nl|DKW naar Audi bleef Hart Nibbrig & Greeve importeur en kreeg er later ook NSU
nl|bij na de fusie tussen dat merk en Audi. In de jaren zeventig raakte Hart
nl|Nibbrig & Greeve het importeurschap kwijt aan Pon. Daarvoor in de plaats verwierf men het
nl|importeurschap van Mitsubishi Motors. = DKW-motorfietsen = In 1918 trad tweetaktspecialist Hugo Ruppe bij Rasmussen
nl|in dienst. Zijn eerste (18 cc) motortjes werden in rollend kinderspeelgoed gebouwd en de naam
nl|werd Des Knaben Wunsch. In 1921 werden de eerste echte motorfietsen gebouwd, in 1922 de
nl|142 cc Lomos- en 122 cc Golem-scooters en in 1928 was DKW de grootste motorfietsenfabriek
nl|ter wereld met een jaarproductie van meer dan 100.000 exemplaren, uitsluitend met tweetaktmotoren. In de
nl|jaren twintig was DKW zeer succesvol met motorfietsen en was men ook in de motorsport
nl|dominant aanwezig. De blauwdrukken van het model RT 125 moesten echter na de oorlog worden
nl|afgestaan aan het Amerikaanse Harley-Davidson en het Britse BSA. Die brachten respectievelijk de Hummer en
nl|de Bantam uit, gebaseerd op de plannen voor de DKW RT 125. Na de Tweede
nl|Wereldoorlog lag Zschopau in Oost-Duitsland en werd de naam DKW daar (na een rechtszaak) vervangen
nl|door IFA en vanaf 1956 MZ). In 1949 werd in het West-Duitse Ingolstadt Auto Union
nl|opnieuw opgericht en werden ook weer DKW-auto�s en -motorfietsen gebouwd. In 1957 kwam DKW samen
nl|met Victoria en Express in de Zweirad Union. In 1966 werd de Zweirad Union AG
nl|door Fichtel & Sachs overgenomen, evenals Hercules Fahrrad GmbH & Co in Neurenberg. Hoewel het
nl|gebruik van de merknaam DKW in 1970 eindigde, werden ook na deze tijd sommige Hercules-modellen
nl|in Engeland als DKW verkocht. Zie ook Freital en Eichler. = Das Gro�e Wunder en
nl|DGW = In 1927 en 1928 gebruikte DKW deze naam, toen eigenaar Rasmussen een proces
nl|verloor van DeKaWe (Deutsche Kabel Werke) over het gebruik van de naam. Toen DeKaWe ge�nteresseerd
nl|raakte in de levering van banden aan DKW kwam er een schikking, waardoor DKW haar
nl|naam kon behouden. Intussen werden in Groot-Brittanni� DKW-motorfietsen als DGW verkocht. = DKW-assemblage = DKW's
nl|werden o.a. in Nederland geassembleerd bij importeur Hart Nibbrig & Greeve uit Sassenheim in een
nl|voormalige asfaltfabriek. Twee transportauto's van de firma haalden de zogenaamde Semi Knocked Down (SKD)-kits uit
nl|D�sseldorf naar Sassenheim. In de periode tussen 1956 en 1961 zijn 13.500 stuks gemaakt maar
nl|in het laatste jaar verplaatste Daimler-Benz de fabricage naar Ingolstadt, wat te ver weg bleek
nl|om lonend te zijn. Ook in Ierland werden de DKW's geassembleerd; hier uit Complete Knocked
nl|Down (CKD)-kits. Al in 1952 werd begonnen met de assemblage in Santry, waar deze bleef
nl|totdat Volkswagen DKW overnam. Daarnaast werden in Brazili� tussen 1958 en 1967 DKW's geassembleerd door
nl|Vemag. In Joegoslavi� bouwde IMV tussen 1955 en 1967 DKW-modellen in licentie, en ontwikkelde daarnaast
nl|een eigen bestelwagen met DKW-techniek. Trivia = Vaststelling bouwjaren = Het is moeilijk het exacte
nl|bouwjaar van DKW-motorfietsen uit het begin van de jaren dertig vast te stellen. Vaak worden
nl|frames uit het bouwjaar 1929 gebruikt. Waarschijnlijk is de beurskrach van 1929 hier debet aan;
nl|de frames waren al geproduceerd, maar door de Grote Depressie konden ze niet meer verkocht
nl|worden. = Spot- en bijnamen = In Nederland werd DKW wel gekscherend of liefkozend Duitse
nl|Kinder Wagen genoemd. Andere spot- en bijnamen voor het merk zijn: Spoetnik voor de DKW
nl|115 bromfiets uit 1960 Zingende zaag voor de DKW 350 cc racemotor uit de jaren
nl|vijftig (men was toen niet gewend aan tweetaktmotoren op de wegracecircuits). Billenwarmer voor de DKW
nl|hulpmotor uit 1919 (de motor was op de bagagedrager gemonteerd) Blutblase in Duitsland voor de
nl|DKW Luxus 300, naar de knalrode tank DKW (algemeen):Dat Kreng Weigert, Das Krankenhaus Wartet, Derevo
nl|- klei - voda is de spotnaam die DKW's in Sovjet-Unie kregen, waar ze na
nl|de Tweede Wereldoorlog tamelijk vaak voorkomend waren (de meeste kwamen als trofee naar Rusland terecht).
nl|Derevo-klei-voda betekent hout - lijm - water in het Russisch. Modellen Auto's uit de periode
nl|1931�1942: Auto's uit de periode 1950�1968: DKW motorfietsen: Tijdlijn personenauto's Externe links DKW en MZ
nl|Woerden ( uitspraak (info / uitleg)) is een stad en gemeente in het westen van
nl|de Nederlandse provincie Utrecht, in het oosten van het Groene Hart. De gemeente bestaat uit
nl|de kernen Woerden, Harmelen, Kamerik en Zegveld. De gemeente Woerden heeft 53.253 inwoners (31 januari
nl|2023, bron: CBS) en de stad Woerden heeft 38.310 inwoners (1 januari 2021). Geschiedenis Woerden
nl|stamt uit de Romeinse tijd, toen rond 41 n.Chr. het castellum Laurium op deze plek
nl|werd gesticht, op een natuurlijke hoogte. Dit castellum was een legerplaats langs de noordgrens van
nl|het Romeinse Rijk, die gevormd werd door de Rijn, tegenwoordig de Oude Rijn. Laurium is
nl|in gebruik geweest tot omstreeks 270. Er is een aantal Romeinse schepen in Woerden gevonden,
nl|en een replica wordt sinds 2009 gebruikt voor rondvaarten. Tussen 719 en 722 verbleef Bonifatius
nl|in Woerden om te prediken. Rond het jaar 795 werd Woerden Wyrda genoemd.Gaandeweg de middeleeuwen
nl|begon Woerden vanaf de 12e eeuw meer versterkt te worden (een slot, wallen, grachten). Rond
nl|1160 liet Godfried van Rhenen, de bisschop van Utrecht, een versterking bouwen bij de nederzetting
nl|Worden (soms ook Worthene genoemd) aan de Oude Rijn. De versterking had tot doel om
nl|tegengas te geven tegen de expansiedrift van de graaf van Holland. De stad had een
nl|houten kerk die in 1202 afbrandde.De Heren van Woerden hadden het bezit over Woerden en
nl|omstreken in de periode 1165 - 1304. Het huidige wapen van Woerden, een geel vlak
nl|met drie zwarte ruiten, werd in 1277 erkend als wapen voor Herman van Woerden. Het
nl|water in Woerden werd beheerd door het Groot-Waterschap. Dit bestond vanaf 1226 en maakte dat
nl|Woerden onafhankelijk was van het Hoogheemraadschap Rijnland. De stad en omgeving waren voor de afwatering
nl|echter wel volledig afhankelijk van dat hoogheemraadschap. In 1995 werd het Groot-Waterschap samengevoegd met het
nl|Hoogheemraadschap De Stichtse Rijnlanden.Aan de zuidwestelijke zijde van de stad werd omstreeks 1275 een kasteel
nl|gesticht door graaf Floris V. In de dertiende eeuw werd ook een stenen kerk gebouwd,
nl|die de komende eeuwen steeds verder werd uitgebreid tot de huidige Petruskerk.Woerden kreeg op 12
nl|maart 1372 stadsrechten van hertog Albrecht van Beieren. In 1410 begon de bouw van het
nl|Kasteel van Woerden en in 1501 het stadhuis. Latere monumentale gebouwen zijn de Lutherse kerk
nl|(1646), de Pastorie (1672), Petruskerk (1673), de stellingmolen De Windhond (1755), het Arsenaal (1762), het
nl|Kruijthuis (1784), de Kazerne (1790), het Klooster (1899), de watertoren (1906) en de Sint-Bonaventurakerk (1892),
nl|die met zijn hoge naaldspits van verre het stadsgezicht domineert. De Woerdense priester Jan de
nl|Bakker was de eerste in de Noordelijke Nederlanden, die om zijn van de rooms-katholieke kerkleer
nl|afwijkende prediking in 1525 ter dood werd gebracht op de brandstapel. De godsdiensttwisten waren in
nl|Woerden aanvankelijk beperkt. Echter, de katholieke hertog Erik van Brunswijk, die door Filips II benoemd
nl|was tot Heer van Woerden, onderdrukte in september 1566 op hardhandige wijze pogingen om de
nl|Lutherse eredienst in te voeren in de Petruskerk. In 1575-1576 volgde het Beleg van Woerden.
nl|Tijdens dat beleg vond het Wonder van Woerden plaats, waardoor de hongerende bevolking weer te
nl|eten had. Woerden, dat zich in 1572 aan de kant van de Opstand schaarde, werd
nl|door de Spanjaarden belegerd: de stad houdt stand en de Spanjaarden breken hun beleg na
nl|een jaar op. Omstreeks 1600 kreeg de stad naast de omwalling, ommuring en gracht een
nl|extra versterking in de vorm van een ravelijn en vier bastions, die grotendeel werden gebouwd
nl|op de hoekpunten van de bestaande stadsmuur.De stad had tot tweemaal toe zwaar te lijden
nl|onder de Fransen. De eerste keer was in het Rampjaar 1672. Woerden was toen onderdeel
nl|van de Oude Hollandse Waterlinie. De slag bij Kruipin vond plaats in de nacht van
nl|11 oktober op 12 oktober 1672 bij het Fort Kruipin. De Fransen bezetten de stad
nl|gedurende een jaar, gedurende welk jaar zij een schrikbewind voerden, waarbij vele gebouwen werden verbrand,
nl|waaronder de Petruskerk, en archieven werden vernietigd. Op een kaart uit 1725 is te zien
nl|dat een tweede gracht rondom de stad is aangelegd. Tussen de binnen en buitengracht is
nl|een onbebouwd verdedigingsveld.De tweede maal dat de stad te lijden had van de Fransen was
nl|in 1813, aan het einde van de Franse Tijd, toen de bevolking iets te vroeg
nl|de kant van de prins van Oranje koos, namelijk toen de Franse soldaten zich nog
nl|in de stad bevonden. De Fransen namen hiervoor op een afschuwelijke manier wraak, door op
nl|24 november de stad zwaar te plunderen en vele burgers te vermoorden. Bij deze slachtpartij,
nl|bekend als de Ramp van Woerden, werden 28 burgers gedood en raakten 37 gewond.In 1855
nl|wordt Woerden aangesloten op het Nederlandse net van spoorwegen. De vestingstatus van Woerden werd in
nl|1874 opgeheven, maar het Defensie-eiland werd nog tot 1999 door het ministerie van Oorlog (vanaf
nl|1959 het ministerie van Defensie) gebruikt. In 1885 werd de kaasmarkt opgericht. Woerden heeft dan
nl|elke militaire betekenis verloren, zodat in de periode 1883-1912 de wallen en muren gesloopt konden
nl|worden. De waterwerken resteren echter nog wel in het Woerdense stadbeeld. De katholieken komen weer
nl|helemaal terug in de stad en bouwen in 1892 de Bonaventura-kerk en in 1899 een
nl|klooster.In 1950 werden in Woerden drie kampen ingericht om ongeveer 600 Molukkers op te vangen.
nl|Dit leidde tot het �vlagincident� waarbij rijksambtenaren de Molukse vlag, die naast de Nederlandse vlag
nl|hing, hetgeen als onwenselijk werd gezien, neerhaalden en over de grond sleurden. Relletjes dreigden, maar
nl|die werden gesust. De Molukkers konden niet terugkeren naar Indonesi� en bleven in Nederland. Het
nl|laatste Woerdense kamp werd in 1967 afgebroken.In 1960/61 werd de Oude Rijn gedempt, die tot
nl|dat moment door de Rijnstraat stroomde. In volgende jaren groeide de stad en werden aan
nl|alle kanten grote uitbreidingen gemaakt, waarbij ook archeologische vondsten gedaan werden. In 1978 werd het
nl|eerste van 6 Romeinse en middeleeuwse schepen in Woerden gevonden. In 2003 werd bij de
nl|bouw van een parkeergarage het laatste Romeinse vrachtschip gevonden. In 2012 werd een spatha gevonden,
nl|een met zilverdraad versierd Frankisch zwaard uit de 8e eeuw van 90 cm lengte. =
nl|Gemeentelijke herindelingen = Van 1814 tot 1989 was Woerden onderdeel van de provincie Zuid-Holland. De
nl|gemeente Woerden is ontstaan uit de oorspronkelijke stad Woerden, waaraan door diverse gemeentelijke herindelingen zijn
nl|toegevoegd: in 1964 (delen van) de gemeenten Barwoutswaarder, Rietveld en Waarder. in 1989 het grootste
nl|deel van de gemeente Kamerik (ontstaan in 1857 uit de gemeenten Kamerik en de Houtdijken,
nl|Kamerik Mijzijde, 's-Gravesloot, Teckop), de gemeente Zegveld en een klein deel van de gemeente Nieuwkoop.
nl|Ter gelegenheid van deze herindeling, waarbij Woerden ook bij de provincie Utrecht ging horen werd
nl|het Herindelingsmonument Woerden opgericht. in 2001 de gemeente Harmelen, met als toevoegingen de gemeenten Indijk
nl|(1820), Gerverscop (1857) en een deel van Veldhuizen (1954).Op 29 oktober 2009 sprak de gemeenteraad
nl|van Woerden zich unaniem uit positief te staan tegenover aansluiting van Kockengen bij de gemeente
nl|Woerden, naar aanleiding van een referendum in Kockengen, waarbij een groot deel van de bevolking
nl|zich uitsprak voor aansluiting bij Woerden. Desondanks maakt Kockengen sinds 1 januari 2011 deel uit
nl|van de gemeente Stichtse Vecht, zoals de rest van de voormalige gemeente Breukelen. De minister
nl|van Binnenlandse Zaken stelde pas over de indeling van Kockengen te willen praten wanneer ook
nl|Woerden zelf weer bij een herindeling betrokken zou raken. Geografie Woerden ligt in het oosten
nl|van het Groene Hart van Holland, de groene zone omsloten door de Randstad. Buiten de
nl|bebouwing bestaat Woerden voor een groot deel uit weilanden en akkers. De gemeente Woerden is
nl|omringd door de gemeenten (met de klok mee, begin noord) De Ronde Venen, Stichtse Vecht,
nl|Utrecht, Montfoort, Oudewater, Bodegraven-Reeuwijk en Nieuwkoop. De Oude Rijn loopt door Woerden en de riviertjes
nl|Linschoten en Grecht komen erin uit. In het centrum van de stad is de Oude
nl|Rijn in de jaren zestig gedempt. Men spreekt er nu van 'Rijnstraat'. Economie Naast kazende
nl|boeren uit de omgeving, was de dakpan- en steenindustrie vanaf de middeleeuwen een belangrijke economische
nl|activiteit in Woerden. Rond 1850 waren er nog meer dan tien van deze fabrieken actief,
nl|rond 1950 waren dat er nog maar drie. Anno 2015 is alleen de dakpannenfabriek aan
nl|de Leidsestraatweg nog actief. Enkele (inter)nationale bedrijven zijn gevestigd in Woerden: Koninklijke ERU Kaasfabriek B.V.
nl|QBTEC Magazijn de Bijenkorf Distributiecentrum Jumbo Bestuurlijk = College van B&W = Het College van
nl|burgemeester en wethouders bestaat uit: Burgemeester Victor Molkenboer (PvdA), met de portefeuilles Bestuurlijke en Juridische
nl|zaken, Openbare orde en Veiligheid, City-marketing / Stadspromotie, Burgerzaken en Communicatie, Dienstverlening, Evenementen en Kaasmarkten
nl|vijf wethouders: Arjan Noorthoek (CDA, 1e Locoburgemeester): Ruimtelijke ontwikkeling, Wonen, Vergunningverlening, Sport, Economische zaken (schuifruimte/herstructurering,
nl|1e aanspreekpunt voor vraagstukken op het gebied van ruimtelijke ontwikkeling en herstructurering). Dorpswethouder van Zegveld
nl|en wijkwethouder van Rijnoevers. Ad de Regt (LijstvanderDoes, 2e locoburgemeester): Beheer openbare ruimte, Water en
nl|waterketen, Monumenten en archeologie, Regionale samenwerking, Milieu (ODRU en NME), Bodem, Natuur, Vastgoed, grondbeleid en
nl|grondbedrijf, Verkeer en mobiliteit, Begraven en begraafplaatsen. Wijkwethouder van Molenvliet en Schilderskwartier. Mari�tte Pennarts-Pouw (onafhankelijk,
nl|3e locoburgemeester): Co�rdinatie Sociaal Domein, Wmo en Welzijn, Volksgezondheid (inclusief de GGD), Inwonersparticipatie en gebiedsgericht
nl|werken (inclusief dorps- en wijkagenda�s), Dienstverlening, Bedrijfsvoering (ICT, P&O, Archief), Samenwerking Woerden en Oudewater, Toerisme
nl|en recreatie. Dorpswethouder van Harmelen en wijkwethouder van Bloemen- en Bomenkwartier. Jelmer Vierstra (Progressief Woerden,
